Document name,Created by,Created,Modified by,Modified,Coded Segments,Words,Characters,participant_ID,full_clip_name,excerpt_label_final,genre_code,familiarity_specific_level,age_group,country_code,thought_or_not_response.keys,rating_Q1_music_related.response,rating_Q2_spontaneous.response,invalid,rating_Q3_reality.response,general_rating_Q1_familiarity.response,[Natural World],general_rating_Q2_enjoy.response,demographics.headphones,Creatures,demographics.age,demographics.livingCountry,Terrains,demographics.birthCountry,demographics.nativeLanguage,Sky and Space,demographics.otherLanguage,demographics.otherLanguageText,Vegetation,demographics.gender,demographics.hearingImpariments,Water Features,demographics.hearingImpairmentsText,demographics.education,Weather,demographics.musicianIdentification,Fictional and Spiritual Settings,Scene Qualities,Societal Places,Spatial Orientation,Named Regional Places,[Characters],NARRATIONAL,[Character Descriptors],[Settings],[Outfit Details],Accessories,Hair,Outfit Descriptors,Identity,Professions and Pursuits,Music-related Professions and Pursuits,Relations,Archetypes,Social Collectives,Traits,[Named Figures],Creators,Fictional Characters,Historical and Mythical Figures,Performers and Entertainers,[Social Presence],Solitude,Dyads,Groups,Body Parts,[Objects & Things],Consumables,Everyday Objects,Transport,Commerce and Organisations,Materials and Surfaces,Object Qualities,[Actions],[Agentic Actions],Directed Movement,Daily life,Music-linked Movement,Sports,Creating and Performing,Relational and Social,Consuming,Conflict and Wrongdoing,[Processes and States],Perceptual acts,Non-directional Motions,Rest and Leisure,Transforming and Learning,Waiting and Anticipating,[Action Modifiers],Speed,Characterisation,REFERENTIAL,[Music & Sounds],"Instruments, Ensembles, and Imitations",Music Use and Function,Sound Qualities,"Music Genre, Cultural, and Stylistic Labels",Technical and Structural Music Elements,Playback and Listening Devices,Named Artists and Musicians,Named Songs and Lyrics,Sounds and Sound Effects,"[Media, Art, & Technology]",Media Formats,Media Genres and Styles,Media Packaging Structures,Media Techniques and Effects,Music and Sound in Media,Media Companies and Devices,Digital Platforms and Applications,Named Media References,[Chronology & Events],Events and Occasions,Historical Events and Periods,Narrative Progression,Passage and Repetition of Time,Seasons and Time,EXPERIENTIAL,[Symbolic & Sensory Representations],[Sensory Details],[Visual Details],Colour,Illumination,Text,Vantage Point,"Oddities, Effects, Shapes, Patterns",Smell,Bodily Sensation,Conceptual and Metaphorical References,[Subjective & Personal Experience],Emotions and Affective States,Opinions and Preferences,Personal Significance,Personal Time-linked Connections
511 (2),hazelaileenvanderwalle,10/12/2025 12:05:38,hazelaileenvanderwalle,08/05/2026 13:30:33,6,16,90,511,Amb_L_11_new-clip_Ambient_MED_The_Stargazers_Journey.mp3,Amb_L_11,Amb,L,46to60,UK,0,4,4,0,3,1,0,3,1,0,52,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,1,NA,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
511 (4),hazelaileenvanderwalle,10/12/2025 12:05:38,hazelaileenvanderwalle,08/05/2026 13:00:35,2,12,61,511,60s_L_11_new-clip_60s_MED_Through_with_You.mp3,60s_L_11,60s,L,46to60,UK,0,5,5,0,2,1,0,3,1,0,52,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511 (5),hazelaileenvanderwalle,10/12/2025 12:05:38,hazelaileenvanderwalle,08/05/2026 12:55:23,1,5,27,511,Jaz_H_11_new-clip_Jazz_HIGH_Fly_Me_To_The_Moon_-_2008_Remastere,Jaz_H_11,Jaz,H,46to60,UK,0,5,5,0,1,5,0,4,1,0,52,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511 (6),hazelaileenvanderwalle,10/12/2025 12:05:38,hazelaileenvanderwalle,08/05/2026 12:10:06,2,10,68,511,Pop_H_11_new-clip_Pop_HIGH_ocean_eyes.mp3,Pop_H_11,Pop,H,46to60,UK,0,4,4,0,2,1,0,3,1,0,52,United Kingdom,1,United Kingdom,English,0,,NA,1,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511 (7),hazelaileenvanderwalle,10/12/2025 12:05:38,hazelaileenvanderwalle,08/05/2026 12:12:08,1,11,60,511,Fun_H_11_new-clip_Funk_HIGH_Smiley_Faces.mp3,Fun_H_11,Fun,H,46to60,UK,0,5,5,0,2,1,0,3,1,0,52,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511 (8),hazelaileenvanderwalle,10/12/2025 12:05:38,hazelaileenvanderwalle,08/05/2026 13:09:03,4,18,108,511,80s_L_11_new-clip_80s_MED_Your_Love_Drives_Me_Crazy.mp3,80s_L_11,80s,L,46to60,UK,0,5,5,0,3,2,0,1,1,0,52,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511 (9),hazelaileenvanderwalle,10/12/2025 12:05:38,hazelaileenvanderwalle,08/05/2026 13:31:54,7,15,75,511,Met_H_11_new-clip_Metal_HIGH_Killing_In_The_Name.mp3,Met_H_11,Met,H,46to60,UK,0,5,4,0,1,1,0,5,1,0,52,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1421,hazelaileenvanderwalle,10/12/2025 12:05:39,hazelaileenvanderwalle,08/05/2026 12:52:25,2,15,81,1421,Fun_L_05_new-clip_Funk_LOW_Walking_Trombone.mp3,Fun_L_05,Fun,L,46to60,US,0,5,3,0,5,1,0,5,1,0,57,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421 (1),hazelaileenvanderwalle,10/12/2025 12:05:39,hazelaileenvanderwalle,08/05/2026 13:31:56,1,14,68,1421,Met_L_05_new-clip_Metal_LOW_Under_the_Knife.mp3,Met_L_05,Met,L,46to60,US,0,4,2,0,3,1,0,1,1,0,57,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1421 (2),hazelaileenvanderwalle,10/12/2025 12:05:39,hazelaileenvanderwalle,08/05/2026 13:12:35,2,16,75,1421,"Cla_H_05_new-clip_Classical_HIGH_Wiegenlied,_Op._49,_No._4_-Arr",Cla_H_05,Cla,H,46to60,US,0,5,4,0,1,5,0,4,1,0,57,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421 (3),hazelaileenvanderwalle,10/12/2025 12:05:39,hazelaileenvanderwalle,05/03/2026 16:33:53,0,3,16,1421,Amb_H_05_new-clip_Ambient_HIGH_snowfall.mp3,Amb_H_05,Amb,H,46to60,US,0,0,0,0,0,1,0,3,1,0,57,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421 (4),hazelaileenvanderwalle,10/12/2025 12:05:39,hazelaileenvanderwalle,05/03/2026 16:33:53,0,3,16,1421,Pop_L_05_new-clip_Pop_HIGH_The_Edge_Of_Glory.mp3,Pop_L_05,Pop,L,46to60,US,0,0,0,0,0,1,0,2,1,0,57,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421 (5),hazelaileenvanderwalle,10/12/2025 12:05:39,hazelaileenvanderwalle,05/03/2026 16:33:53,0,3,16,1421,Fil_L_05_new-clip_Film_LOW_Main_Titles.mp3,Fil_L_05,Fil,L,46to60,US,0,0,0,0,0,1,0,1,1,0,57,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421 (6),hazelaileenvanderwalle,10/12/2025 12:05:39,hazelaileenvanderwalle,08/05/2026 13:10:15,2,12,51,1421,"Jaz_L_05_new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",Jaz_L_05,Jaz,L,46to60,US,0,5,5,0,1,1,0,3,1,0,57,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421 (7),hazelaileenvanderwalle,10/12/2025 12:05:39,hazelaileenvanderwalle,05/03/2026 16:33:53,0,13,64,1421,60s_H_05_new-clip_60s_MED_Blue_Eyes_Crying_In_the_Rain.mp3,60s_H_05,60s,H,46to60,US,0,0,0,0,0,1,0,2,1,0,57,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421 (8),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:34:40,3,15,68,1421,80s_H_05_new-clip_80s_HIGH_Who_Can_It_Be_Now_.mp3,80s_H_05,80s,H,46to60,US,0,5,5,0,5,5,0,2,1,0,57,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1421 (9),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 12:12:13,1,9,47,1421,Ele_H_05_new-clip_Electronic_HIGH_Electric_Feel.mp3,Ele_H_05,Ele,H,46to60,US,0,3,3,0,2,1,0,2,1,0,57,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:24:09,11,106,538,1579,Jaz_H_11_new-clip_Jazz_HIGH_Fly_Me_To_The_Moon_-_2008_Remastere,Jaz_H_11,Jaz,H,46to60,US,0,5,4,0,2,3,0,5,1,0,50,United States,0,United States,english,0,,NA,0,Male,0,0,NA,5,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1579 (1),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:31:55,8,56,299,1579,Amb_L_11_new-clip_Ambient_MED_The_Stargazers_Journey.mp3,Amb_L_11,Amb,L,46to60,US,0,5,4,0,2,1,0,1,1,0,50,United States,0,United States,english,0,,NA,0,Male,0,0,NA,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1579 (2),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:31:51,9,46,225,1579,Fil_H_11_new-clip_Film_HIGH_The_Avengers_-_From__The_Avengers__,Fil_H_11,Fil,H,46to60,US,0,5,3,0,1,3,0,4,1,0,50,United States,0,United States,english,0,,NA,0,Male,0,0,NA,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1579 (3),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:34:37,8,39,199,1579,Cla_L_11_new-clip_Classical_MED_Elf_kurze_Stücke-_No._4_in_A_Mi,Cla_L_11,Cla,L,46to60,US,0,5,4,0,1,2,0,4,1,0,50,United States,0,United States,english,0,,NA,0,Male,0,0,NA,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1579 (4),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:30:34,5,55,269,1579,Fun_H_11_new-clip_Funk_HIGH_Smiley_Faces.mp3,Fun_H_11,Fun,H,46to60,US,0,0,0,0,0,1,0,3,1,0,50,United States,0,United States,english,0,,NA,0,Male,0,0,NA,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1579 (5),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:10:14,5,29,149,1579,Ele_L_11_new-clip_Electronic_LOW_El_Orden_del_Universo.mp3,Ele_L_11,Ele,L,46to60,US,0,5,3,0,1,1,0,2,1,0,50,United States,0,United States,english,0,,NA,0,Male,0,0,NA,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579 (6),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:00:35,2,58,289,1579,60s_L_11_new-clip_60s_MED_Through_with_You.mp3,60s_L_11,60s,L,46to60,US,0,0,0,0,0,1,0,2,1,0,50,United States,0,United States,english,0,,NA,0,Male,0,0,NA,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579 (7),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 12:55:23,1,33,187,1579,Met_H_11_new-clip_Metal_HIGH_Killing_In_The_Name.mp3,Met_H_11,Met,H,46to60,US,0,0,0,0,0,3,0,4,1,0,50,United States,0,United States,english,0,,NA,0,Male,0,0,NA,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579 (8),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 12:42:32,3,30,164,1579,80s_L_11_new-clip_80s_MED_Your_Love_Drives_Me_Crazy.mp3,80s_L_11,80s,L,46to60,US,0,4,3,0,1,1,0,2,1,0,50,United States,0,United States,english,0,,NA,0,Male,0,0,NA,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579 (9),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:31:54,5,41,199,1579,Pop_H_11_new-clip_Pop_HIGH_ocean_eyes.mp3,Pop_H_11,Pop,H,46to60,US,0,5,2,0,1,1,0,3,1,0,50,United States,0,United States,english,0,,NA,0,Male,0,0,NA,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
480,hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:13:44,4,27,131,480,Cla_H_02_new-clip_Classical_HIGH_Gymnopédie_No._1.mp3,Cla_H_02,Cla,H,46to60,UK,0,4,4,0,3,4,0,5,1,0,53,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,1,NA,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480 (1),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 12:45:58,4,17,86,480,Fil_L_02_new-clip_Film_MED_Bob_Wakes_Up.mp3,Fil_L_02,Fil,L,46to60,UK,0,4,2,0,3,1,0,2,1,0,53,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480 (3),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:19:23,9,29,143,480,"60s_H_02_new-clip_60s_LOW_Walk,_Dont_Run_-_Stereo.mp3",60s_H_02,60s,H,46to60,UK,0,5,4,0,2,2,0,4,1,0,53,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,7,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
480 (4),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 12:19:38,1,23,113,480,Fun_L_02_new-clip_Funk_LOW_Shes_Gotta_Be.mp3,Fun_L_02,Fun,L,46to60,UK,0,4,4,0,3,1,0,1,1,0,53,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480 (5),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:22:56,3,21,117,480,80s_H_02_new-clip_80s_HIGH_Maneater.mp3,80s_H_02,80s,H,46to60,UK,0,4,3,0,3,1,0,2,1,0,53,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
480 (6),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:20:35,6,33,172,480,Jaz_L_02_new-clip_Jazz_MED_Turiya_and_Ramakrishna.mp3,Jaz_L_02,Jaz,L,46to60,UK,0,5,5,0,2,1,0,4,1,0,53,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
